Car Name,Special Hook,Description,Sold For,Bid Count,Comment Count,Price Category,Auto Biography
1975 Alpine Renault A110 1300 VC Berlinette (A110),"Wenig Kilometer, Nachlackierung in sehr seltener Farbe, zeitgenössisch getunt, zahlreiche Modifikationen, nachvollziehbare Historie, Motorrevision vor 1000 km, umfangreicher Service","Die Alpine A110 ist der Inbegriff eines kompromisslosen Sportautos aus den 60er und 70er Jahren. Trotz der langen Bauzeit liefen nur rund 7500 Exemplare vom Band in Dieppe. Kaum bekannt ist, dass neben der ikonischen zweisitzigen Berlinette auch Cabrios sowie als A110 GT4 2+2-sitzige Sportcoupés gefertigt wurden. Nicht zuletzt durch den Leichtbau -- die Karosserie besteht aus Glasfaser -- feierte die Berlinette große Erfolge vor allem im Rallyesport. Beispielhaft seien hier die Siege in der Rallye Monte Carlo und der Gewinn der Rallye-Weltmeisterschaft 1971 und 1973 genannt. Über die Jahre entwickelte sich eine Zusammenarbeit im Rennsport mit Renault. Der französische Autohersteller übernahm mehr und mehr Anteile von Alpine, so dass ab 1967 erstmalig der Name ""Alpine Renault"" auftauchte. Von Beginn arbeitete in der A110 ein Renault-Motor im Heck mit beachtlichen Leistungen bis zu 186 PS. Dass es sich bei der A110 um einen reinrassigen Sportwagen handelt, zeigt die flache Karosserie: über einen Zentralrohrrahmen spannt sich die leichte Haut aus Glasfaser. Die hier angebotene Alpine A110 gehört mit Baujahr 1975 schon zu den späten Exemplaren der ""Rallye-Flunder"" und hat nur gut 38000 km auf dem Tacho. Zu den Besonderheiten gesellt sich die seltene Farbe Gelb, in der das Fahrzeug auch ausgeliefert wurde, denn bekannt ist der Rennwagen vor allem in verschiedenen Blautönen. Hinzu kommen ein feines zeitgenössisches Tuning des Motors und der Breitbau mit schönen Tiefbettfelgen von Gotti. Weitere Umbauten an der Mechanik wurden durchgeführt mit dem Ziel, das Auto weiter zu verbessern. Es handelt sich also um ein sehr seltenes und gepflegtes Exemplar.
Die Alpine A110 kann in 61209 Echzell besichtigt werden. ",Mindestpreis nicht erreicht,18 Gebote,0 Kommentare,Luxusfahrzeug,"Die Alpine A110 1300 Berlinette wurde am 3. April 1975 erstmals für den Verkehr zugelassen. Es standen in den folgenden drei Jahren drei Besitzerwechsel an. Der 4. Eigentümer behielt die Flunder bis Ende der 1990er Jahre, wobei das Auto in dieser Zeit 10 Jahre lang abgemeldet war. Im Februar 1998 erwarb der jetzige Eigentümer die Alpine A110 und besitzt sie nun seit 25 Jahren. In dieser Zeit wurde der Rallye-Klassiker mit einem 07er-Kennzeichen bewegt und gepflegt. Nur aus gesundheitlichen Gründen will sich der Oldtimerliebhaber von dem französischen Sportgerät trennen."
1993 BMW 850 CSi Sport-Coupé (E31),"Italienische Erstauslieferung, seltene Sportcoupé-Ausführung des E31 (1.510 Exemplare), extrem starker V12 mit 380 PS, elektrisches Schiebedach & luxuriöse Sonderausstattung, H-Gutachten, TÜV und Wertgutachten neu bei Kauf","Dieser BMW 850 CSi ist ein besonderes Hochleistungs-Coupé, das von 1992 bis 1996 in äußerst geringer Stückzahl von nur 1.510 Exemplaren durch die BMW Motorsport GmbH produziert wurde. Das Modell wird für sein elegantes, aber gleichzeitig auch markantes und angriffslustiges Design inklusive der charakteristischen, ausklappbaren Scheinwerfer, sowie seine herausragenden Fahr- und Leistungseigenschaften mit 380 PS und 550 Nm bei 4000 U/min sehr begehrt. Eine Fahrt im 850 CSi verspricht eine beeindruckende Beschleunigung, luxuriösen Komfort und unvergessliche Fahrerlebnisse. Ein elektrisches Schiebedach und die umfangreiche Ausstattung machen dieses Modell noch einmal seltener. Das mögliche H-Kennzeichen sowie ein Wertgutachten aus 2018 (bei Kauf neu) mit der Einstufung 2+ machen aus dem Powercoupé zudem einen seltenen Oldtimer und ein spannendes Sammlerstück mit rennsportlicher Fahrspaßgarantie.
Der BMW 850 CSi kann in 78183 Hüfingen besichtigt werden. ",Mindestpreis nicht erreicht,19 Gebote,0 Kommentare,Luxusfahrzeug,"Das hier vorgestellte Fahrzeug wurde am 09.11.1993 hergestellt und anschließend nach Italien erstmals ausgeliefert. Es verblieb dort bis zum anschließenden Export nach Deutschland 2009. In dieser Zeit gab es gab es nur einen Vorbesitzer nach den verfügbaren Unterlagen. Es verblieb dort bis zum anschließenden Export nach Deutschland 2009, ab diesem Zeitpunkt sind existieren alle Dokumente lückenlos. Nach einem Besitzer in Deutschland, befindet sich das Fahrzeug seit 2013 im Besitz des Verkäufers und wird als Liebhaberstück verwahrt."
1974 VW Karmann Ghia Cabriolet (Typ 14),"Erstauslieferung in die USA, Cabriolet-Version, leistungsstärkste Motorausführung (Typ 1600), umfangreich & fachgerecht restauriert incl. Karosserie und Antriebseinheit, Wertgutachten mit Note 2, H-Kennzeichen, aktueller TÜV","Das hier vorgestellte Cabriolet ist die besonders elegante Variante des beliebten Sportwagen-Modells VW Karmann Ghia. Eine zeitlose und feine Linienführung mit italienischem Fair, ein 1,6-Liter-Vierzylinder-Boxermotor (höchste Motorisierung, erst ab 1970) und ein manuell bedienbares und qualitativ hochwertiges Verdeck machen aus dem Modell eine tolle Kombination aus Stil und Fahrspaß. Die Produktion, die damals auch in Handarbeit erfolgte, endete in Osnabrück nach 19 erfolgreichen Produktionsjahren schließlich 1974. Das hier vorgestellte Exemplar gehört zu den letzten Modellen der Reihe, bevor der Nachfolger VW Scirocco erschien. Dadurch besitzt das hier vorgestellte Modell auch alle Neuerungen, die im Laufe der Zeit bis 1974 erfolgten. Gut ausgestattete und erhaltene Ghia Cabriolets sind heutzutage begehrte Oldtimer, die insbesondere für ihr nostalgisches Flair, die Verarbeitungsqualität und Handwerkskunst geschätzt werden und als Symbol für einen bedeutenden Teil der deutschen und italienischen Automobilgeschichte stehen. Das Fahrzeug besitzt weiterhin bereits eine Fahrzeugbewertung aus 2023 mit der Einstufung Note 2, sowie einen aktuell gültigen TÜV von April 2022 und das H-Kennzeichen.
Das Ghia Cabriolet kann in Lübeck besichtigt werden. ",Mindestpreis nicht erreicht,8 Gebote,0 Kommentare,Alltagsklassiker,"Das hier vorgestellte Fahrzeug wurde 1974 für die USA hergestellt und ausgeliefert und verblieb dort bis zur anschließenden Überführung nach England Ende der 90er-Jahre. Über die Vorbesitzer bis dato gibt es leider keine genaueren Informationen mehr, diese sind dann seit der Einführung nach Deutschland 2009 wieder dokumentiert. Seit 2012 befindet sich das Fahrzeug im Besitz des Verkäufers, der Verkauf erfolgt aktuell aufgrund ausbleibender Nutzung aus gesundheitlichen Gründen."
1983 BMW 628 CSi,"Deutsche Erstauslieferung, Tempomat, Schiebedach, nachvollziehbare Historie, wenig Besitzer, H-Kennzeichen, TÜV bis 04/24","Der BMW 628 CSi zeichnet sich durch sein elegantes und sportliches Design aus. Die E24-Serie ist für ihr schlankes Profil, die charakteristische Hofmeister-Knicklinie in der C-Säule und die berühmte Doppelscheinwerfer-Frontpartie bekannt. Das Coupé hat eine zeitlose Erscheinung und strahlt Eleganz und Leistung aus.
Der BMW kann in München besichtigt werden. ",Mindestpreis nicht erreicht,3 Gebote,0 Kommentare,Alltagsklassiker,"Der BMW wurde am 28. April 1983 erstmalig für den deutschen Straßenverkehr angemeldet. Bis 2008 fuhr der erste Besitzer, eine Privatperson, den Wagen. Danach wurde er im Oktober 2008 vom zweiten Besitzer als Sammlerobjekt gekauft. Der aktuelle Besitzer erwarb den Wagen im April 2021."
1960 Austin-Healey 3000 (MKI BT7),"Vermutlich Britische Erstauslieferung, Schaltgetriebe, Neulackierung in Originalfarbe, Rechtslenker, aktuelle Servicearbeiten, TÜV 10/2024","Nur 5.920 Stück wurden von diesem Modell des Austin-Healey angefertigt. Die Modellbezeichnung BT7 weist auf den 2 plus 2-Sitzer hin. Der Hubraum wurde im Vergleich zum Vorgänger auf 2912 ccm vergrößert und die Vorderräder mit Scheibenbremsen ausgestattet. Die Austin-Healey 3000 waren seinerzeit auch im Motorsport erfolgreich und nahmen an verschiedenen Rennen und Rallyes teil. Der britische Roadster ist klein, handlich und überzeugt mit einem kernigen Motorengeräusch. Das Holzlenkrad und das 60er Jahre Interieur machen ihn zu einem Sportwagen mit Klasse und Stil.
Der Austin-Healey kann in Köln besichtigt werden. ",Mindestpreis nicht erreicht,7 Gebote,1 Kommentare,Alltagsklassiker,Der Austin-Healey wurde am 1. Mai 1960 erstmalig für den Straßenverkehr angemeldet. Leider ist über den Erstbesitzer und eventuelle weitere Eigentumsverhältnisse aus dieser Zeit nichts bekannt. In den Jahren von 1979 bis 2010 war das Fahrzeug in Deutschland angemeldet. In dieser Zeit gab es zusätzlich zum aktuellen Besitzer fünf weitere Vorbesitzer.
1987 Porsche 944 S Targa 16 V,"Deutsche Erstauslieferung, geringe Laufleistung, 2. Hand, nachvollziehbare Historie, umfangreicher Service, TÜV bis September 2024","Im August 1986 wurde der Porsche 944 durch den 944 S ergänzt, der durch die 16V-Technik mit gleichem Hubraum von 2,5 Litern nun eine Leistung von 140 kW bzw. 190 PS hatte. Es wurden insgesamt 7.324 Fahrzeuge dieses Typs gefertigt, ein Bruchteil davon bewegt sich heute noch im deutschen Straßenverkehr. Die charakteristischen Klappscheinwerfer machten ihn zu einem der erfolgreichsten Sportwagen seiner Zeit.
Der Porsche 944 S Targa kann in Hohenhameln besichtigt werden. ",verkauft für 27.000 €,15 Gebote,6 Kommentare,Alltagsklassiker,Der 944 S wurde am 28. August 1987 erstmalig für den deutschen Straßenverkehr zugelassen. Der Sportwagen befand sich im Langzeitbesitz einer Privatperson und war seit 2004 abgemeldet. Im Oktober 2020 kaufte der aktuelle Besitzer das Fahrzeug.
"1987 Golf II 1,8 Kat (19E)","Wenig Kilometer, fast jungfräuliche Innenausstattung, nachvollziehbare Historie, fachmännische Restauration, tiefergelegt, Felgen im BBS-Look, umfangreicher Service, TÜV Neu","Der Golf 2 ist inzwischen längst vom allgegenwärtigen Auto für alle Klassen zum zeitlosen Oldtimer gereift. Seine Karosserie ist im Gegensatz zum Vorgänger gut korrosionsgeschützt, die Technik grundsolide. Es gab ihn als Einstiegsmodell mit drei Türen und mit 55 PS bis hin zum 110 PS starken und begehrten GTI. Charakteristisch beim Golf bis heute ist die breite C-Säule. Auch technisch überzeugte der Wolfsburger durch die vorn quer eingebauten Motoren mit Frontmotor. Der hier vorgestellte Golf 2 mit Baujahr 1987 besitzt den 1,8 Liter-Motor mit der Kennung GX, also grundsätzlich derselbe Motor wie der GTI und mit ungeregeltem Katalysator. Bei dem VW-Klassiker hier geht es aber primär nicht um Leistung, sondern um ein schönes und harmonisches Gesamtbild. Der Wagen wurde vom jetzigen Besitzer, einem Karosseriebauer, restauriert und fast vollständig neu lackiert. Hinzu kam eine Tieferlegung und eine deshalb notwendig gewordene dezente Verbreiterung der Radhäuser, Alufelgen im BBS-Look und ein GTI-Sportauspuff komplettieren das Gesamtpaket. Die professionell gereinigte Innenausstattung präsentiert sich im Originalzustand.
Der Golf II 1,8 kann in Büchlberg besichtigt werden. ",Mindestpreis nicht erreicht,4 Gebote,8 Kommentare,Alltagsklassiker,"Der Golf wurde am 2. September 1987 in Albstadt/Zollernalbkreis durch die Erstbesitzerin mit Jahrgang 1922 zugelassen. Der Wagen wurde im Oktober an einen damals 50-jährigen Autofahrer verkauft. Das Auto behielt das Balinger Kennzeichen, obwohl als Wohnsitz des Zweitbesitzers Haigerloch angegeben wurde. Am 29.03.2000 wurde der Golf II auf die 3. Besitzerin umgeschrieben. Es dürfte sich um die Ehefrau des vorigen Eigentümers handeln, wie die Daten im alten Brief zeigen. Als Wohnsitz ist Balingen-Frommern angegeben. Nochmals wurde das Auto verkauft: Am 15.08.2019 wurde der Wagen auf eine Fahrerin in Walldorf umgeschrieben. Seit dem 01.09.2022 ist der Golf nach einer umfangreichen Restauration auf den jetzigen Besitzer angemeldet. Nach der Verjüngungskur erstrahlt der Innenraum wie neu. Optisch wurde das bisherige ""Seniorenauto"" durch Verbreiterungen, schicken Rädern und vielem mehr aufgewertet."
1958 Mercedes-Benz 220 S Coupé (W 180 II),"Erstauslieferung in die USA, limitierte Coupé-Version (1 von 1.215 Exemplaren), ungeschweißt, Sonderausstattung „Hydrak""-Kupplung, edle Kombination Exterieur & Interieur, authentischer Originalzustand, seit 2013 in Oldtimer-Sammlung verwahrt, H-Gutachten","In den 50er-Jahren und nach entbehrungsreichen Zeiten, entstand neue Aufbruchsstimmung, geprägt vom Wirtschaftswunder, wachsendem Konsum und hoffnungsvollen Zukunftsvisionen. Auch das Auto wurde mehr und mehr zum Statussymbol und immer komfortabler, sicherer und individueller entwickelt. Aufregende Zeiten, Rock 'n Roll ist angesagt, Elvis Presley wird 1958 als Soldat in Deutschland stationiert und ist bereits ein aufstrebender Weltstar. Und tatsächlich besaß der bekennende Autoliebhaber in dieser Zeit auch ein Modell des Mercedes 220. Der hier vorgestellte 220 S ist die sportliche Coupé-Variante und wurde von 1956 bis 1959 insgesamt nur 1.251 mal gefertigt; er gehört damit zu den selteneren Fahrzeugen der „Ponton""-Ära der 50er Jahre. Er spiegelt noch immer authentisch das Lebensgefühl seiner legendären Entstehungszeit wider und förmlich lässt sich nachempfinden, wie auch Elvis seinerzeit in einem „Ponton"" seine Runden drehte. Im Gegensatz zum hier vorgestellten Fahrzeug, hat es sein Modell leider nicht in unsere Zeit geschafft und originale, sowie gut erhaltene 220er, insbesondere die Coupés, sind heutzutage eher eine Rarität. Das Fahrzeug besitzt weiterhin bereits eine Begutachtung zur Einstufung als Oldtimer und auf Wunsch wäre eine deutsche Zulassung mit neuem TÜV möglich.
Das 220 S Coupé kann in 89165 Dietenheim besichtigt werden. ",Mindestpreis nicht erreicht,11 Gebote,0 Kommentare,Alltagsklassiker,"Das hier vorgestellte 220 S Coupé wurde am 01.01.1958 in die USA ausgeliefert, 2012 erfolgte eine Zulassung in England, sowie anschließend ab 2013 die Einfuhr nach Deutschland durch den aktuellen Besitzer, der das Coupé seitdem in seiner Sammlung verwahrt und gelegentlich für Ausflüge in Gebrauch nimmt."
1985 Tiger Racing Super Six (Lotus Super Seven),"Britische Erstauslieferung, Roadster, Nachbau des streng limitierten Lotus Super Seven, nur 19.000 Meilen, Fahrspaßgarantie, H-Kennzeichen, aktueller TÜV","Dieser Super Six ist ein qualitativer Nachbau, ein sog. Kit Car, des seinerzeit stark limitierten Lotus Super Seven. Die Marke Tiger Racing Limited fertigt als Familienunternehmen bereits seit 1989 erfolgreich hochwertige Nachbauten verschiedener Luxusautomobile, wie unter anderem Lotus, Jaguar oder Ferrari. Gute Rennfahreigenschaften und Verarbeitungsqualität zeichnen den Super Six aus, mit seinem extravaganten Äußeren und der auffälligen Außenlackierung ist er zudem ein echter Hingucker im Straßenverkehr und jeder Oldtimer-Sammlung, da er auch bereits das H-Kennzeichen besitzt. Ein aktueller TÜV rundet das Angebot ab.
Der Tiger Super Six kann in 73635 Rudersberg besichtigt werden. ",verkauft für 14.000 €,14 Gebote,0 Kommentare,Alltagsklassiker,"Dieser Tiger Super Six mit Zulassungsdatum vom 12.08.1985 wurde in England erstmals angemeldet. Zugrunde gelegt ist bei diesem Datum eine in UK übliche Kit-Car-Zulassung, nach der das Erstzulassungsdatum nach dem Baujahr der technischen Komponenten erfolgt. Der Super Six verblieb in England bis 2021, von wo er dann anschließend nach Deutschland über einen Tiger Racing Vertragshändler mit Niederlassung in Platten importiert wurde. Der jetzige Besitzer erwarb das Fahrzeug im Mai 2022. Die Überwinterung erfolgte in einer Halle und der Super Six hat aktuell ein Saison Kennzeichen von 04 bis 10. Weitere Informationen finden Sie in der Galerie."
1970 Mercedes-Benz 280 SE (W 108),"Guter Zustand, Neulackierung, Motorrevision, umfangreiche Instandsetzung, aktueller TÜV","Der SE 280 gehört zur Baureihe W 108 und war damit ein Update der Vorgänger-Heckflossenlimousinen W 111 und W 112. Die neue Karosserie wirkte sachlicher, woran die entfallenen Heckflossen ihren Anteil hatten. Der damals neu entwickelte 2,8-Liter-Sechszylindermotor leistet mit Saugrohreinspritzung von Bosch 160 PS. Dieses Oberklassemodell von Mercedes gehört zu den Ikonen der Automobilgeschichte und überzeugt mit zeitloser Eleganz und zuverlässiger Technik.
Der 280 SE kann in Rauenberg bei Wiesloch besichtigt werden.",Mindestpreis nicht erreicht,4 Gebote,0 Kommentare,Alltagsklassiker,Der 280 SE wurde am 10. März 1970 erstmalig für den Straßenverkehr angemeldet. Er wurde im März 2021 vom aktuellen Eigentümer gekauft.
1968 Volkswagen Beach Buggy,"Sonderanfertigung, Langzeitbesitz, Luftgekühlter Boxermotor, Weber Doppelvergaser","Dieser seltene Beach Buggy garantiert nicht nur den ultimativen Fahrspaß, sondern ist auch komplett rostfrei. Anfang der 60er Jahre entstanden jene Sondermodelle basierend auf dem Chassis eines VW Käfers. Es wurde meist aus glasfaserverstärktem Kunststoff eine Karosse aufgesetzt. Der Käfer eignete sich damals besonders, weil er zu den geländegängigsten Fahrzeugen ohne Allradantrieb zählt und somit jede Sanddüne mit dem daraus entstandenen Beach Buggy befahrbar wurde.
Der Beach Buggy kann in Bonn besichtigt werden. ",verkauft für 10.100 €,1 Gebote,0 Kommentare,Alltagsklassiker,"Der Beach Buggy wurde 1968 erstmalig für den Straßenverkehr zugelassen. Leider lässt sich über die Besitzer:innen bis 1990 nichts herausfinden. Von 1990 bis 2021 befand er sich im Besitz von Staffan Borglund, Moderator der schwedischen TV Sendung ""Trafikmagasinet""."
1986 Mercedes-Benz 560 SL Cabrio (R 107),"US-Reimport, seltene Farbkombination, wenig Kilometer, umfangreicher Service, Hardtop, TÜV neu, H-Gutachten","Die SL-Baureihe 107 kam 1971 als Nachfolger der berühmten ""Pagode"" auf den Markt und präsentierte sich größer, luxuriöser und mit der angedeuteten Keilform und großen Leuchten wesentlich moderner. Der Luxus-Roadster war damals stilbildend bei Mercedes-Benz. Die 1972 erschienene S-Klasse übernahm nämlich viele Designelemente des offenen und zeitlos schönen Zweisitzers. Dieser war ein wahrer Dauerläufer, was seine Bauzeit von 18 Jahren beweist. Dass der Wagen so beliebt war, ist kein Wunder: Der zweisitzige Roadster verkörpert mit den unzähligen Chromelementen und massiven Metallteilen die sprichwörtliche Mercedes-Qualität. Billig wirkende Kunststoffteile sind im Innenraum kaum zu finden. Das hier vorgestellte Auto ist erst auf den zweiten Blick als US-Ausführung zu identifizieren, wenn man von den warmen und kraftvolleren Farben außen und innen absieht. Die unschönen amerikanischen Stoßstangen wichen europäischen Exemplaren. Auch die Breitbandscheinwerfer gehören nicht zur amerikanischen Version. Demgegenüber steht der große V8-Motor mit 5,6 Litern Hubraum, die dritte Bremsleuchte auf dem Kofferraumdeckel und die Abgasreinigung mittels Katalysators. In dieser US-Ausführung wurden 49.347 Exemplare gefertigt. Der angebotene Wagen wurde erst im Oktober einem großen Service mit vielen Neuteilen unterzogen.
Der 560 SL kann in Ransbach-Baumbach besichtigt werden. ",Mindestpreis nicht erreicht,5 Gebote,4 Kommentare,Alltagsklassiker,"Das 560 SL Cabrio wurde am 1. Juli 1986 in den USA für den Straßenverkehr angemeldet. Am 10. Mai 2011 erfolgte in Michigan die Ummeldung auf den neuen Eigentümer des Wagens. Dieser importierte am 15. Juni 2018 den Roadster via Hauptzollamt Bremen nach Deutschland. Es folgte ein Umbau der US-Version mit europäischen Bauteilen wie Stoßstangen und Scheinwerfer. Vor etwa 2 Jahren erwarb der aktuelle Besitzer den Wagen. Im Oktober 2022 erhielt der 560 SL einen großen Service. Im Zuge dieser Maßnahmen wurden auch die Reifen erneuert, die Felgen aufgearbeitet und das Fahrzeug aufbereitet. Zu diesem Zeitpunkt wurde zudem das H-Gutachten erstellt. Ob es innerhalb der USA weitere Halterwechsel gab, ist nicht dokumentiert. Auch wann die Erneuerung des Lacks erfolgte, ist nicht bekannt."
1939 Packard Touring 1700,"US-Import, 17th Series, Amerikanischer Klassiker der 30er Jahre, 6-Zylinder Reihenmotor (Six), Vollrestaurierung, Motorrevision","Der US-amerikanische Autohersteller Packard wurde 1899 in Ohio gegründet. Das Unternehmen, ab 1904 in Detroit ansässig, war ein Hersteller großer, luxuriöser, hochwertiger, aber konservativer Wagen, die sich großer Beliebtheit sowohl unter wohlhabenden Kunden, Staatsoberhäuptern, aber wohl auch Gangsterbossen erfreuten. Der Wirtschaftsmagnat William D. Rockefeller gehörte zu den ersten Kunden. Der Packard Six bezeichnet eine Serie von Sechszylinder-Automobilen, die die Packard Motor Car Company in Detroit in den Modelljahren 1925 bis 1928 fertigte. Im Jahre 1937 lebte das Modell wieder auf und wurde bis 1939 weitergebaut. Die letzte von Packard selbst gebaute PKW-Generation erschien 1955 mit modernen V8-Motoren.
Der Packard kann in Bad Nenndorf besichtigt werden. ",verkauft für 18.400 €,4 Gebote,0 Kommentare,Alltagsklassiker,"Der Packard wurde im Mai 1939 erstmalig für den amerikanischen Straßenverkehr angemeldet. Es liegt eine Dokumentation der Besitzhistorie durch den Drittbesitzer und Quittungen in einem gebundenen Notizbuch vor. Bekannt ist, dass in den USA eine Restauration auf Originalzustand in den 1980er Jahren erfolgte, 2016 dann eine Motorrevision, die mit Bildern dokumentiert wurde. 2020 wurde das Fahrzeug vom aktuellen Besitzer, einer Privatperson, nach Deutschland importiert."
1967 Mercedes-Benz 250 SL (W 113),"Europäische Erstauslieferung, Roadster inkl. originalem Hardtop, nur ca. 5.200 gefertigte Einheiten, Zustandsgutachten mit Einstufung 1, aufwändig restauriert, aktueller TÜV & H-Gutachten","Eine absolute Augenweide ist dieser Mercedes 250 SL von 1967 - er stammt aus der Baureihe W113 und ist auch besonders unter dem Namen „Pagode"" bekannt, einer sehr bedeutenden Ära für Mercedes-Benz. Das Modell wurde von 12/1966 bis 01/1968 produziert und ist bis heute eines der beliebtesten Fahrzeuge unter Mercedes-Liebhabern. Die Hauptmerkmale, ganz abgesehen vom herausragend eleganten und zeitlosen Design (kreiert durch Paul Bracq), sind die seinerzeit fortschrittlichen Technologien und die gehobene Leistungs- und Sicherheitsausstattung, die ihn deutlich von der damaligen Konkurrenz unterschieden. Außerdem seine Seltenheit, denn vom 250 SL wurden, im Gegensatz zu anderen Mercedes-Klassikern, gerade einmal ca. 5200 Exemplare gefertigt. In solch guten Zustand, wie beim hier vorgestellten Modell, dürfte er aber noch weitaus seltener zu finden und bewundern sein. Er besitzt neben neuem TÜV-Gutachten aus 03/2023 auch bereits das H-Gutachten, sowie ein Zustandsgutachten mit der Einstufung Note 1.
Der Mercedes-Benz 250 SL kann in Frankfurt a.M. besichtigt werden.",Mindestpreis nicht erreicht,8 Gebote,0 Kommentare,Luxusfahrzeug,"Dieser Mercedes-Benz 250 SL wurde für den europäischen Markt gefertigt und am 01.07.1967 erstmals für den Straßenverkehr angemeldet. Er befand sich für längere Zeit in den USA, leider lassen sich nicht mehr alle Stationen eindeutig aus den Dokumenten herleiten, aber es existieren noch amerikanische Dokumente über eine Anmeldung in Kalifornien. Der jetzige Besitzer erwarb das Fahrzeug im Februar 2022, in diesem Besitz wurden auch die beschriebenen Restaurierungsarbeiten durchgeführt."
1987 VW Golf 2 GTI 16V,"Aus zweiter Hand, nachvollziehbare Historie, umsichtige und sehr sachkundige Restauration, Originalmotor, Leistungsprüfung, HU neu","Mehr Kult geht kaum: Die 2. Baureihe des VW Golf gilt in Kennerkreisen nicht selten als der beste Golf überhaupt. Robuste Technik, hohe Materialqualitäten und eine sehr gute Verarbeitung werden dem Golf 2 seit jeher zugeschrieben. Das klassenlose Auto deckt einen großen Kundenkreis ab, denn vom einfachen Brot- und Butterauto bis zum reinrassigen Sportler hat die Golf-2-Baureihe alles zu bieten. Der zwischen 1986 bis 1991 gefertigte GTI 16V gehört mit seinen 139 PS sicherlich zu den letztgenannten. Erkennbar war der 16V leicht an den in Rot gehaltenen Emblemen und dem Doppelscheinwerfergrill. Das hier angebotene Auto verkörpert den Urgedanken ""GTI"" in nahezu perfekter Weise: Der Dreitürer ist leichter und stabiler als sein 4-türiges Pendant, dazu gesellen sich die wunderschönen originalen Stahlfelgen und die Farbe Silber. Der schnörkellose Golf überzeugt trotz seiner Laufleistung von 232 991 km durch seinen sehr guten Zustand und die seit dem Jahre 2018 fachmännisch ausgeführte Restauration incl. Lackierung. Während viele GTI von ihren Besitzern leider verbastelt wurden, ist dieses Fahrzeug der perfekte Gegenentwurf. Es wurde der Originalzustand erhalten mit z. B. zeitgenössischen orangefarbenen Blinkern und die schon erwähnten Stahlfelgen. Der Besitzer zeigte sehr viel Liebe zum Detail, wie z.B. das neue Emblem an der Heckklappe zeigt.
Der Golf 2 GTI 16V kann in Essen besichtigt werden. ",Mindestpreis nicht erreicht,10 Gebote,2 Kommentare,Einsteigerfreundlich,"Die erste Anmeldung für den Straßenverkehr erfolgte durch die Erstbesitzerin (Jahrgang 1939) am 8. Oktober 1987 in Gießen. Im November 2000 erfolgte ein Ortswechsel mit einer Ummeldung nach Wetzlar. Die Erstbesitzerin veranlasste am 21. März die Stilllegung des Fahrzeugs. Schon im Mai 2016 kaufte der jetzige Eigentümer den Golf GTI. Obwohl die Erstbesitzerin den Wagen pfleglich behandelte und stets notwendige Reparaturen veranlasste, startete ab Mai 2016 die behutsame Restauration des Autos. Zahlreiche Verschleißteile und Gummidichtungen wurden erneuert. Ende 2018 erfuhr der Wagen eine sehr sachkundige Neulackierung durch eine Fachwerkstatt. Im Zuge dieser Arbeiten erhielt der Golf auch neue Reifen, Bilstein-Stoßdämpfer, Benzinpumpe, Druckspeicher, Zahnriemen, Wasserpumpe usw. Seit dieser Zeit ist der Golf GTI zudem mit einer aluminiumbeschichteten Auspuffanlage der Firma Imasaf ausgestattet."
1960 Lancia Appia Lusso Vignale (812.02),"Italienische Erstauslieferung, Sondermodell „Lusso Vignale"", nur 78.000 km, toller Zustand, H-Kennzeichen, ASI-Zertifikat, aktueller TÜV","Ein feiner Klassiker aus der italienischen Automobilindustrie der 50er/60er, der Lancia Appia Lusso wurde von Michelotti gezeichnet und von Vignale gebaut. Lusso"" bedeutet übersetzt Luxus und ganz nach diesem Motto wurde dieses Modell seinerzeit auch in Turin gefertigt. Mittlerweile eine Rarität, denn die hier vorgestellte Version ist in solch gutem Zustand nur noch selten auf den Straßen zu sehen. Mit einem spritzigen V4-Motor, einer guten Verarbeitungsqualität und dem herrlichen Design ist dieser Appia Lusso ein spannender Oldtimer mit Fahrspaßgarantie und authentischem, italienischem Charme, sowie aktuellem TÜV und H-Kennzeichen.
Der Lancia Appia Lusso Vignale kann in Albbruck besichtigt werden. ",Mindestpreis nicht erreicht,11 Gebote,5 Kommentare,Einsteigerfreundlich,Dieser Lusso wurde am 27.07.1960 in Italien zugelassen und gemäß den italienischen Papieren hatte der Lusso in Italien fünf Vorbesitzer. Er wurde anschließend ungefähr in 2014 nach Deutschland importiert. Der jetzige Besitzer erwarb das Fahrzeug im Februar 2020 von einem deutschen Zwischenhändler und hat es anschließend im Mai 2020 zugelassen und seitdem in seinem Besitz. Weitere Informationen finden Sie in der Galerie.
